Tweet,Keywords,Date,User,Source,Tweet_Id,Tweet_URL
insulting jonas from dark in the netflix party chat by calling him an infp n frances dead serious asking me why hes an infp. and thats why i love her,Netflix,2020-07-05 14:12:20,hvnent,Twitter Web App,1279780152461885441,https://twitter.com/statuses/1279780152461885441
"Our honourable parliament .....
Who needs Netflix? , catch a cuppa and sit back n watch this. https://t.co/3mO5pH4eoS",Netflix,2020-07-05 14:12:20,ShahidaMedee,Twitter for Android,1279780154877804544,https://twitter.com/statuses/1279780154877804544
"☾ netflix solo account for sale
— 1 month premium acc ✰

LAST STOCK ✅✅✅
P240 gcash | P280 load
✓ up to 4 devices
✓ ultra HD
✓ watch offline
✓ full warranty

♡ dm us now to avail 
📍 proofs @ pinned tweet
mop. gcash, bank transfer, load https://t.co/eSlhBrf5fN",Netflix,2020-07-05 14:12:23,premlovs,Twitter for Android,1279780167309615105,https://twitter.com/statuses/1279780167309615105
"i'm watching ""polaroid"" on netflix while playing rn and it's objectively bad but i'm enjoying it so much, bad horror movies have my entire heart omg why are they so enjoyable 😭",Netflix,2020-07-05 14:12:24,thornfieldisle,Twitter Web App,1279780170128375808,https://twitter.com/statuses/1279780170128375808
This is why I wish I could go back 10yrs..... Tesla also opened at $17.00.... SEVENTEEN FCKING DOLLARS!! Seen what it’s worth today?,,2020-07-05 14:12:24,ToneTempa,Twitter for iPhone,1279780171046772736,https://twitter.com/statuses/1279780171046772736
"But the drinks start flowing, fireworks blowing now I’m turnt. Long story short I decide to stay here. Nice little guest room all the vibes Hulu, Netflix all that. I croaked and all that and I’m woken up around three in the morning and guess who it was stumbling in my room. You",Netflix,2020-07-05 14:12:24,Maine_Mainee,Twitter for iPhone,1279780171579613184,https://twitter.com/statuses/1279780171579613184
17. One Month Solo Netflix 🥰 https://t.co/YNKL4o44h5,Netflix,2020-07-05 14:12:25,HoneyPremiums,Twitter for Android,1279780172791549955,https://twitter.com/statuses/1279780172791549955
@netflix TAKE IT OFF https://t.co/2VxHTO2mZB,Netflix,2020-07-05 14:12:29,curlyhyuka,Twitter for iPhone,1279780190915362816,https://twitter.com/statuses/1279780190915362816
"I rewatched @chelseaperetti's Netflix special and wrote about the meaning of live performance.
https://t.co/e4kCoKjVxh",Netflix,2020-07-05 14:12:32,KieranSetiya,Twitter Web App,1279780204257386496,https://twitter.com/statuses/1279780204257386496
"They overshadow the presence of Naseeruddin Shah in the movie.
The songs are good as well 'Sakhi Saiyan to khubai kamat hain menhgai dayan khaye jaat hai' 'Desh mera rangrez ye babu'
Overall a good 2 hour movie and a must watch
Do watch on Netflix if you haven't yet",Netflix,2020-07-05 14:12:33,_chaosandorder,Twitter for Android,1279780206367014914,https://twitter.com/statuses/1279780206367014914
Nahh.. It wasn't that good tbh,,2020-07-05 14:12:33,MuyiiAdebayo,Twitter for Android,1279780207126347776,https://twitter.com/statuses/1279780207126347776
@MoAbudu: for your attention. The stakes are high. Blessings.,,2020-07-05 14:12:34,byolas,Twitter for Android,1279780212608303111,https://twitter.com/statuses/1279780212608303111
"✨netflix premium SOLO✨

1 month = 245
☑️full warranty
☑️no hold
no warranty = 115

---spotify--
3 months = 45

✔️full warranty
✔️changeable password

💸MOP: GCASH
🏷️for sale selling netflix premium viu shared ph cheap price spotify legit seller paid apps
https://t.co/sZcdhYuYNU",Netflix,2020-07-05 14:12:34,aurispremiums,Twitter for Android,1279780214201933830,https://twitter.com/statuses/1279780214201933830
"We already knew, honey... It's okay, we still love you",,2020-07-05 14:12:37,Dr_Shoeshine,Twitter for Android,1279780226583724037,https://twitter.com/statuses/1279780226583724037
"netflix seller, affordable netflix, legit seller, nagbebenta ng netflix, murang netflix, mabibilhan ng netflix, netflix ph, looking for netflix account, shared solo #kdrama cloy the king tkem lf",Netflix,2020-07-05 14:12:38,premlovs,Twitter for Android,1279780228626169856,https://twitter.com/statuses/1279780228626169856
"♡ netflix shared account for sale
P70 gcash | P90 load

✅ 3 SLOTS AVAILABLE
 secured profiles
 watch offline
 full warranty
 highest quality

☾ dm me now to avail 
- proofs @ pinned tweet
mop. gcash, bank transfer, load https://t.co/MGElLFWAqi",Netflix,2020-07-05 14:12:38,premlovs,Twitter for Android,1279780230295457794,https://twitter.com/statuses/1279780230295457794
"wait. break sa sa mineun hahaha

uhg papa bear so hawt. i cant even help myself from staring at his face and movements 🤤",,2020-07-05 14:12:39,CKoryana,Twitter for Android,1279780235316047874,https://twitter.com/statuses/1279780235316047874
"@flyaway_k Pretty good,  just binge-watching Netflix and avoiding people!",Netflix,2020-07-05 14:12:40,SeanTyson20,Twitter for Android,1279780236952027136,https://twitter.com/statuses/1279780236952027136
@NetflixIndia Mfw still no avatar on Netflix,Netflix,2020-07-05 14:12:41,MuK00I_,Twitter for Android,1279780240638849030,https://twitter.com/statuses/1279780240638849030
@ScottAukerman WTF netflix.,Netflix,2020-07-05 14:12:43,Devil240Z,Twitter Web App,1279780248385540096,https://twitter.com/statuses/1279780248385540096
"Customer: CATISFIED

DM me to order Premium Netflix and Spotify accounts for a very affordable price!!!

#NetflixPremium
#SpotifyPremium https://t.co/gErteeQe1M","#Netflix, Netflix",2020-07-05 14:12:45,fliquesthecat,Twitter Web App,1279780256677855232,https://twitter.com/statuses/1279780256677855232
"netflix seller, affordable netflix, legit seller, nagbebenta ng netflix, murang netflix, mabibilhan ng netflix, netflix ph, looking for netflix account, shared solo #kdrama cloy the king tkem lf",Netflix,2020-07-05 14:12:47,premlovs,Twitter for Android,1279780267440222208,https://twitter.com/statuses/1279780267440222208
"@momisaninja Schitt's Creek 
Californication 

Both on Netflix",Netflix,2020-07-05 14:12:49,DeboraDNTD,Twitter for Android,1279780275577409546,https://twitter.com/statuses/1279780275577409546
Netflix’s White Lines star Laura Haddock dating toyboy co-star Tom Rhys-Harries https://t.co/YDlcUcD7t4,Netflix,2020-07-05 14:12:51,TheSun,Echobox,1279780282472726528,https://twitter.com/statuses/1279780282472726528
@joefanatic27 Netflix internationally,Netflix,2020-07-05 14:12:52,Cutwillrise,Twitter Web App,1279780287170383873,https://twitter.com/statuses/1279780287170383873
@ImLukeFoster Is that the Netflix one?  3 Episodes?  If you did not like that you are NUTS!!!!,Netflix,2020-07-05 14:12:57,MikeMyersBrunch,Twitter Web App,1279780308192116737,https://twitter.com/statuses/1279780308192116737
"Netflix: House of cards
HBO : Sopranos 
Amazon prime : The Man in the High Castle
AMC: TWD",Netflix,2020-07-05 14:12:58,Fs_307,Twitter for iPhone,1279780314215256070,https://twitter.com/statuses/1279780314215256070
"How data science is underpinned with the success of Netflix | @analyticsinme

#datascience #netflix https://t.co/BYDpqpJZcq","#Netflix, Netflix",2020-07-05 14:13:00,Data_4_People,Zoho Social,1279780320297000962,https://twitter.com/statuses/1279780320297000962
I wanna Netflix and chill 🥺👉👈,Netflix,2020-07-05 14:13:02,azura_alii,Twitter for iPhone,1279780331617497088,https://twitter.com/statuses/1279780331617497088
"Me: watches 365 days
Also me: not realizing i share a netflix acc with my boyf
My bf: dissing me 

shahshaha koyakkkk https://t.co/gZzXMBNDzB",Netflix,2020-07-05 14:13:05,diyanaayuni,Twitter for iPhone,1279780343432667138,https://twitter.com/statuses/1279780343432667138
Me n my lawyer got so cool she let me use her netflix @LITO615,Netflix,2020-07-05 14:13:06,PrinceSynna,Twitter for iPhone,1279780348356788227,https://twitter.com/statuses/1279780348356788227
"Currently re-watching ""Don't fuck with cats"" on #netflix and reflecting on how incredible #OSINT methodology is.

Not many years ago no one would have thought about using widely available means to hunt down wrongdoers.

This democratization of investigation feels so good.","#Netflix, Netflix",2020-07-05 14:13:07,n_tsir,Twitter for Android,1279780351653613571,https://twitter.com/statuses/1279780351653613571
The last episode 🥺 God bless our healthcare workers 🙌🏾,,2020-07-05 14:13:09,NwaanyiOwerre,Twitter for iPhone,1279780357391466498,https://twitter.com/statuses/1279780357391466498
"If you haven’t seen #ShimmerLake on @netflix, you should. You’re welcome.",Netflix,2020-07-05 14:13:10,carmen_riggs,Twitter for iPhone,1279780362311340033,https://twitter.com/statuses/1279780362311340033
DeadEndia: Netflix Orders Animated Series with Star of Beetlejuice Musical https://t.co/fO2OKx5F9s https://t.co/wbuI4C1OPh,Netflix,2020-07-05 14:13:12,BetaSeries_News,BetaSeries News EN,1279780371136217089,https://twitter.com/statuses/1279780371136217089
What if you wanted to continue manga you've been putting off for days but Netflix said https://t.co/YZlosYcBWU,Netflix,2020-07-05 14:13:13,BrandonioV2,Twitter for Android,1279780377075355650,https://twitter.com/statuses/1279780377075355650
@GaryLineker Genuinely wonder what these folks have done for entertainment during lockdown - have they watched Netflix? Amazon Prime? Disney Plus? Read a book? Have they plonked their kids in front of CBeebies while trying to work from home? All arts. Now imagine a world without it.,Netflix,2020-07-05 14:13:15,ed_corrie,Twitter Web App,1279780386285985798,https://twitter.com/statuses/1279780386285985798
"ISA NALANG MAMI KUNIN NYO NA 🌻

NETFLIX SHARED NO HOLDS

MOP: GCASH | GLOBE LOAD

TAGS | Netflix Premium Shared Solo Onhand",Netflix,2020-07-05 14:13:17,PremiumZ0NE_,Twitter for iPad,1279780391516135424,https://twitter.com/statuses/1279780391516135424
@pcuestap Netflix.,Netflix,2020-07-05 14:13:18,Manuela_ema1290,Twitter for Android,1279780395060547588,https://twitter.com/statuses/1279780395060547588
"Nothing feels good like chilling with panties, t-shirt and socks 🥰 netflix is bae",Netflix,2020-07-05 14:13:18,254connie,Twitter for Android,1279780397577011200,https://twitter.com/statuses/1279780397577011200
if anyone has any recommendations of objectively bad horror movies that are on netflix drop them here!!! i've already watched a lot but i'm sure there are still gems that i haven't discovered yet,Netflix,2020-07-05 14:13:21,thornfieldisle,Twitter Web App,1279780408272596992,https://twitter.com/statuses/1279780408272596992
"NETFLIX ANTI ON HOLD NYA READY LOH DIJAMIN FASTRESP🔥🔥

📍SHARING 30k 📍PRIVATE 100k

wtb wts jual beli mau pengen wattpad viu spotify perpanjang  unfold vsco fullpack preset lightroom nichi tezza youtube open rs app premium  murah reseller https://t.co/pNGXTh1YMs",Netflix,2020-07-05 14:13:21,peachywinz,Twitter for iPhone,1279780411099340800,https://twitter.com/statuses/1279780411099340800
@aalwarpakthan Netflix,Netflix,2020-07-05 14:13:23,mangathadaww,Twitter for Android,1279780416484970496,https://twitter.com/statuses/1279780416484970496
@NetflixIndia When ur friend asks for ur Netflix account password 😂,Netflix,2020-07-05 14:13:24,itzbeleev,Twitter for Android,1279780421530607616,https://twitter.com/statuses/1279780421530607616
"Tomorrow at 7pm BST, we will be having a watch-along of Clueless! The link to the Netflix Party room will go out at 6.45pm - we hope to see some of you there!",Netflix,2020-07-05 14:13:24,GlasgowFanfic,Twitter Web App,1279780423762092035,https://twitter.com/statuses/1279780423762092035
Dear @VogtRoberts I read a article that you was thinking about to make metal gear solid as anime and connect with the movie. Maybe an idea to make a tvshow on netflix/Amazon for example instead of a movie?,Netflix,2020-07-05 14:13:27,Patrick37371298,Twitter for iPhone,1279780434453434374,https://twitter.com/statuses/1279780434453434374
"@AHK_75 It has become my second most favorite of Netflix..

First will always be Money Heist...",Netflix,2020-07-05 14:13:28,xmowais,Twitter for Android,1279780440438693888,https://twitter.com/statuses/1279780440438693888
The content tells the tale...,,2020-07-05 14:13:29,Politisourced,Twitter for iPhone,1279780441814380544,https://twitter.com/statuses/1279780441814380544
"@FatherTF Timely! Last night a similar thought crossed my mind as I was watching 'Homeland' on Netflix. The formulas are always of the same design  keep you hooked, keep you watching and keep you 'distracted'. Knew this all along but never really ""experienced"" it....",Netflix,2020-07-05 14:13:29,CanukFrank,Twitter Web App,1279780442489544708,https://twitter.com/statuses/1279780442489544708
@peachySamonyed yang mana ni Netflix and chill nya,Netflix,2020-07-05 14:13:33,ramyeonlele,Twitter for Android,1279780458918580224,https://twitter.com/statuses/1279780458918580224
"7 New Netflix Shows in July 2020, and the Best Reasons to Watch https://t.co/8VNtULcqUW https://t.co/jDBfSpGbO9",Netflix,2020-07-05 14:13:33,ScriptFeed,dlvr.it,1279780458645975042,https://twitter.com/statuses/1279780458645975042
@90sbaebe Omg GBF on Netflix - honestly went into it thinking I was gonna hate it and high key ended up loving it,Netflix,2020-07-05 14:13:35,DBrownie92,Twitter for iPhone,1279780466351124485,https://twitter.com/statuses/1279780466351124485
When you realise that Netflix removed the movie you placed on your watchlist,Netflix,2020-07-05 14:13:41,AlchemistAmelia,Twitter Web App,1279780491902644228,https://twitter.com/statuses/1279780491902644228
@MarcusRashford People like Netflix,Netflix,2020-07-05 14:13:42,SidebottomSide1,Twitter Web App,1279780496914944001,https://twitter.com/statuses/1279780496914944001
"✨NETFLIX ANTI ON HOLD NYA READY LOH DIJAMIN FASTRESP✨🔥

📍SHARING 30k 📍PRIVATE 100k

wtb wts jual beli mau pengen wattpad viu spotify perpanjang  unfold vsco fullpack preset lightroom nichi tezza youtube open rs app premium  murah reseller https://t.co/pNGXTh1YMs",Netflix,2020-07-05 14:13:42,peachywinz,Twitter for iPhone,1279780499871854595,https://twitter.com/statuses/1279780499871854595
@OnePiecePodcast #PieceTheTweet  What do you think of the Netflix announce of the nationalities of the OP Crew? Luffy = Brazilian/ South American? Discuss,Netflix,2020-07-05 14:13:43,UsoppTheGreat,Tweetbot for iΟS,1279780502816333824,https://twitter.com/statuses/1279780502816333824
@netflix Anyways sign the petition https://t.co/jFlnZwhI3Y,Netflix,2020-07-05 14:13:44,curlyhyuka,Twitter for iPhone,1279780506184359937,https://twitter.com/statuses/1279780506184359937
I really like cooking shows lol. Crazy Delicious on Netflix is my new joy to watch.,Netflix,2020-07-05 14:13:48,Tropikonna,Twitter for iPhone,1279780523368423429,https://twitter.com/statuses/1279780523368423429
"Stranger Things Season 4 Teaser Trailer 2020 - Netflix Breakdown and Eas... https://t.co/310WK8XTZy via @YouTube

I. CAN. NOT. WAIT.",Netflix,2020-07-05 14:13:48,i_heartminions,Twitter for iPhone,1279780524752539649,https://twitter.com/statuses/1279780524752539649
@momisaninja 'Jeffrey Epstein: Filthy Rich' on Netflix?,Netflix,2020-07-05 14:13:51,marekz2001,Twitter for Android,1279780534340784128,https://twitter.com/statuses/1279780534340784128
watched it on netflix over and over!!!!!,Netflix,2020-07-05 14:13:53,kiara_carillo,Twitter for Android,1279780545698779140,https://twitter.com/statuses/1279780545698779140
https://t.co/fUkc6pUpmW :: really loving it the characters are so cute,,2020-07-05 14:13:55,shadowhunter3x1,Twitter for Android,1279780550262358018,https://twitter.com/statuses/1279780550262358018
Cuteeee 💓💓💓💞💞💞,,2020-07-05 14:13:55,tirrriuss,Twitter for Android,1279780554091581442,https://twitter.com/statuses/1279780554091581442
@westlakenino I just said this the other day! It’s a documentary on Netflix kinda smiliar to the theory,Netflix,2020-07-05 14:13:58,theOREO823,Twitter for iPhone,1279780566477479938,https://twitter.com/statuses/1279780566477479938
